SRS INTERNAL TRACKING NUMBER,FOR WHAT IS TRANSFERRED,TIME
27037,Energy recovery at this site; used as fuel (includes on-site fuel blending before energy recovery),837
27037,Fuel blending prior to energy recovery at another site (waste generated on-site or received from off-site),244
27037,Incineration; thermal destruction other than use as a fuel,1559
27037,Land treatment or application (with any prior treatment and/or stabilization),2
27037,Landfill (with prior treatment and/or stabilization),257
27037,Macro-encapsulation prior to disposal at another site,21
27037,"Metals recovery including retorting, smelting, chemical, etc.",5
27037,Neutralization only,9
27037,Other Disposal,123
27037,Other chemical precipitation with or without pre-treatment,6
27037,"Other recovery or reclamation for reuse including acid regeneration, organics recovery, etc.",99
27037,Other treatment that does not include on-site disposal,111
27037,Solvents recovery,26
27037,Stabilization or chemical fixation prior to disposal at another site,10
27037,Stabilization prior to land disposal at another site (encapsulation / stabilization / fixation),2
27516,Absorption,607
27516,Deepwell or underground injection (with or without treatment),180
27516,Energy recovery at this site; used as fuel (includes on-site fuel blending before energy recovery),847
27516,Incineration; thermal destruction other than use as a fuel,902
27516,Land treatment or application (with any prior treatment and/or stabilization),29
27516,Landfill (with prior treatment and/or stabilization),551
27516,Macro-encapsulation prior to disposal at another site,144
27516,Other Disposal,342
27516,"Other recovery or reclamation for reuse including acid regeneration, organics recovery, etc.",201
27516,Other treatment that does not include on-site disposal,256
27516,Surface impoundment that will be closed as a landfill (with prior treatment and/or stabilization meeting LDR treatment standard),2
27532,Absorption,47
27532,Deepwell or underground injection (with or without treatment),1
27532,Energy recovery at this site; used as fuel (includes on-site fuel blending before energy recovery),77
27532,Incineration; thermal destruction other than use as a fuel,311
27532,Landfill (with prior treatment and/or stabilization),55
27532,Macro-encapsulation prior to disposal at another site,8
27532,Other Disposal,5
27532,"Other recovery or reclamation for reuse including acid regeneration, organics recovery, etc.",25
27532,Other treatment that does not include on-site disposal,9
27532,Stabilization prior to land disposal at another site (encapsulation / stabilization / fixation),1
27987,Absorption,4
27987,Energy recovery at this site; used as fuel (includes on-site fuel blending before energy recovery),7
27987,Fuel blending prior to energy recovery at another site (waste generated on-site or received from off-site),4
27987,Incineration; thermal destruction other than use as a fuel,34
27987,Landfill (with prior treatment and/or stabilization),29
27987,Macro-encapsulation prior to disposal at another site,8
27987,Other Disposal,2
27987,"Other recovery or reclamation for reuse including acid regeneration, organics recovery, etc.",4
27987,Other treatment that does not include on-site disposal,5
28928,Absorption,5
28928,Deepwell or underground injection (with or without treatment),3
28928,Energy recovery at this site; used as fuel (includes on-site fuel blending before energy recovery),4
28928,Fuel blending prior to energy recovery at another site (waste generated on-site or received from off-site),13
28928,Incineration; thermal destruction other than use as a fuel,122
28928,Landfill (with prior treatment and/or stabilization),23
28928,Neutralization only,1
28928,Other Disposal,5
28928,Other treatment that does not include on-site disposal,3
28928,Stabilization or chemical fixation prior to disposal at another site,2
28993,"Combination of chemical, biological and/or physical treatment",1
28993,Incineration; thermal destruction other than use as a fuel,22
29009,Absorption,35
29009,Deepwell or underground injection (with or without treatment),11
29009,Energy recovery at this site; used as fuel (includes on-site fuel blending before energy recovery),135
29009,Incineration; thermal destruction other than use as a fuel,493
29009,Land treatment or application (with any prior treatment and/or stabilization),1
29009,Landfill (with prior treatment and/or stabilization),95
29009,Macro-encapsulation prior to disposal at another site,4
29009,Other Disposal,37
29009,"Other recovery or reclamation for reuse including acid regeneration, organics recovery, etc.",37
29009,Other treatment that does not include on-site disposal,24
29124,Absorption,1
29124,Incineration; thermal destruction other than use as a fuel,16
29124,Landfill (with prior treatment and/or stabilization),2
29132,Energy recovery at this site; used as fuel (includes on-site fuel blending before energy recovery),1
29132,Fuel blending prior to energy recovery at another site (waste generated on-site or received from off-site),1
29132,Incineration; thermal destruction other than use as a fuel,96
29132,Landfill (with prior treatment and/or stabilization),2
29132,"Metals recovery including retorting, smelting, chemical, etc.",1
29132,Other treatment that does not include on-site disposal,1
29132,Stabilization or chemical fixation prior to disposal at another site,1
29157,Absorption,4
29157,Deepwell or underground injection (with or without treatment),7
29157,Incineration; thermal destruction other than use as a fuel,32
29157,Landfill (with prior treatment and/or stabilization),7
29157,Other Disposal,3
29363,Absorption,6
29363,"Combination of chemical, biological and/or physical treatment",1
29363,Energy recovery at this site; used as fuel (includes on-site fuel blending before energy recovery),2
29363,Fuel blending prior to energy recovery at another site (waste generated on-site or received from off-site),1
29363,Incineration; thermal destruction other than use as a fuel,191
29363,Landfill (with prior treatment and/or stabilization),3
29363,Other Disposal,1
29397,Incineration; thermal destruction other than use as a fuel,1
29397,Landfill (with prior treatment and/or stabilization),2
29934,Absorption,97
29934,Biological treatment,3
29934,Chemical oxidation,3
29934,Chemical reduction with or without precipitation,5
29934,Chemical treatment (reduction / destruction / oxidation /precipitation),2
29934,"Combination of chemical, biological and/or physical treatment",1
29934,Deepwell or underground injection (with or without treatment),9
29934,Discharge to sewer/POTW or NPDES (storage or transported prior to discharge to POTW or by NPDES),1
29934,Energy recovery at this site; used as fuel (includes on-site fuel blending before energy recovery),967
29934,Fuel blending prior to energy recovery at another site (waste generated on-site or received from off-site),129
29934,Incineration; thermal destruction other than use as a fuel,1366
29934,Landfill (with prior treatment and/or stabilization),721
